schedule_id,date,staff_id,name_en,name_he,role,station,shift_start,shift_end
SCH000700,2026-02-28,S07,Ido,עידו,barback,both,18:00,03:00
SCH000701,2026-03-01,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000702,2026-03-01,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000703,2026-03-01,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000704,2026-03-02,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000705,2026-03-02,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000706,2026-03-02,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000707,2026-03-03,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000708,2026-03-03,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000709,2026-03-03,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000710,2026-03-04,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000711,2026-03-04,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000712,2026-03-04,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000713,2026-03-05,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000714,2026-03-05,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000715,2026-03-05,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000716,2026-03-05,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000717,2026-03-05,S07,Ido,עידו,barback,both,18:00,03:00
SCH000718,2026-03-06,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000719,2026-03-06,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000720,2026-03-06,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000721,2026-03-06,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000722,2026-03-06,S07,Ido,עידו,barback,both,18:00,03:00
SCH000723,2026-03-07,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000724,2026-03-07,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000725,2026-03-07,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000726,2026-03-07,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000727,2026-03-07,S07,Ido,עידו,barback,both,18:00,03:00
SCH000728,2026-03-08,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000729,2026-03-08,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000730,2026-03-08,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000731,2026-03-09,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000732,2026-03-09,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000733,2026-03-09,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000734,2026-03-10,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000735,2026-03-10,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000736,2026-03-10,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000737,2026-03-11,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000738,2026-03-11,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000739,2026-03-11,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000740,2026-03-12,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000741,2026-03-12,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000742,2026-03-12,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000743,2026-03-12,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000744,2026-03-12,S07,Ido,עידו,barback,both,18:00,03:00
SCH000745,2026-03-13,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000746,2026-03-13,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000747,2026-03-13,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000748,2026-03-13,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000749,2026-03-13,S07,Ido,עידו,barback,both,18:00,03:00
SCH000750,2026-03-14,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000751,2026-03-14,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000752,2026-03-14,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000753,2026-03-14,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000754,2026-03-14,S07,Ido,עידו,barback,both,18:00,03:00
SCH000755,2026-03-15,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000756,2026-03-15,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000757,2026-03-15,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000758,2026-03-16,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000759,2026-03-16,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000760,2026-03-16,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000761,2026-03-17,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000762,2026-03-17,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000763,2026-03-17,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000764,2026-03-18,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000765,2026-03-18,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000766,2026-03-18,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000767,2026-03-19,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000768,2026-03-19,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000769,2026-03-19,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000770,2026-03-19,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000771,2026-03-19,S07,Ido,עידו,barback,both,18:00,03:00
SCH000772,2026-03-20,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000773,2026-03-20,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000774,2026-03-20,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000775,2026-03-20,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000776,2026-03-20,S07,Ido,עידו,barback,both,18:00,03:00
SCH000777,2026-03-21,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000778,2026-03-21,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000779,2026-03-21,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000780,2026-03-21,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000781,2026-03-21,S07,Ido,עידו,barback,both,18:00,03:00
SCH000782,2026-03-22,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000783,2026-03-22,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000784,2026-03-22,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000785,2026-03-23,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000786,2026-03-23,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000787,2026-03-23,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000788,2026-03-24,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000789,2026-03-24,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000790,2026-03-24,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000791,2026-03-25,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000792,2026-03-25,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000793,2026-03-25,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000794,2026-03-26,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000795,2026-03-26,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000796,2026-03-26,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000797,2026-03-26,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000798,2026-03-26,S07,Ido,עידו,barback,both,18:00,03:00
SCH000799,2026-03-27,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000800,2026-03-27,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000801,2026-03-27,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000802,2026-03-27,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000803,2026-03-27,S07,Ido,עידו,barback,both,18:00,03:00
SCH000804,2026-03-28,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000805,2026-03-28,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000806,2026-03-28,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000807,2026-03-28,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000808,2026-03-28,S07,Ido,עידו,barback,both,18:00,03:00
SCH000809,2026-03-29,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000810,2026-03-29,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000811,2026-03-29,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000812,2026-03-30,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000813,2026-03-30,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000814,2026-03-30,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000815,2026-03-31,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000816,2026-03-31,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000817,2026-03-31,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000818,2026-04-01,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000819,2026-04-01,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000820,2026-04-01,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000821,2026-04-02,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000822,2026-04-02,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000823,2026-04-02,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000824,2026-04-02,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000825,2026-04-02,S07,Ido,עידו,barback,both,18:00,03:00
SCH000826,2026-04-03,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000827,2026-04-03,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000828,2026-04-03,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000829,2026-04-03,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000830,2026-04-03,S07,Ido,עידו,barback,both,18:00,03:00
SCH000831,2026-04-04,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000832,2026-04-04,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000833,2026-04-04,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000834,2026-04-04,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000835,2026-04-04,S07,Ido,עידו,barback,both,18:00,03:00
SCH000836,2026-04-05,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000837,2026-04-05,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000838,2026-04-05,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000839,2026-04-06,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000840,2026-04-06,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000841,2026-04-06,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000842,2026-04-07,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000843,2026-04-07,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000844,2026-04-07,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000845,2026-04-08,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000846,2026-04-08,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000847,2026-04-08,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000848,2026-04-09,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000849,2026-04-09,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000850,2026-04-09,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000851,2026-04-09,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000852,2026-04-09,S07,Ido,עידו,barback,both,18:00,03:00
SCH000853,2026-04-10,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000854,2026-04-10,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000855,2026-04-10,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000856,2026-04-10,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000857,2026-04-10,S07,Ido,עידו,barback,both,18:00,03:00
SCH000858,2026-04-11,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000859,2026-04-11,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000860,2026-04-11,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000861,2026-04-11,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000862,2026-04-11,S07,Ido,עידו,barback,both,18:00,03:00
SCH000863,2026-04-12,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000864,2026-04-12,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000865,2026-04-12,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000866,2026-04-13,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000867,2026-04-13,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000868,2026-04-13,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000869,2026-04-14,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000870,2026-04-14,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000871,2026-04-14,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000872,2026-04-15,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000873,2026-04-15,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000874,2026-04-15,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000875,2026-04-16,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000876,2026-04-16,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000877,2026-04-16,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000878,2026-04-16,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000879,2026-04-16,S07,Ido,עידו,barback,both,18:00,03:00
SCH000880,2026-04-17,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000881,2026-04-17,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000882,2026-04-17,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000883,2026-04-17,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000884,2026-04-17,S07,Ido,עידו,barback,both,18:00,03:00
SCH000885,2026-04-18,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000886,2026-04-18,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000887,2026-04-18,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000888,2026-04-18,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000889,2026-04-18,S07,Ido,עידו,barback,both,18:00,03:00
SCH000890,2026-04-19,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000891,2026-04-19,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000892,2026-04-19,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000893,2026-04-20,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000894,2026-04-20,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000895,2026-04-20,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000896,2026-04-21,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000897,2026-04-21,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000898,2026-04-21,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000899,2026-04-22,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000900,2026-04-22,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000901,2026-04-22,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000902,2026-04-23,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000903,2026-04-23,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000904,2026-04-23,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000905,2026-04-23,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000906,2026-04-23,S07,Ido,עידו,barback,both,18:00,03:00
SCH000907,2026-04-24,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000908,2026-04-24,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000909,2026-04-24,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000910,2026-04-24,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000911,2026-04-24,S07,Ido,עידו,barback,both,18:00,03:00
SCH000912,2026-04-25,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000913,2026-04-25,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000914,2026-04-25,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000915,2026-04-25,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000916,2026-04-25,S07,Ido,עידו,barback,both,18:00,03:00
SCH000917,2026-04-26,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000918,2026-04-26,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000919,2026-04-26,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000920,2026-04-27,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000921,2026-04-27,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000922,2026-04-27,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000923,2026-04-28,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000924,2026-04-28,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000925,2026-04-28,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000926,2026-04-29,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000927,2026-04-29,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000928,2026-04-29,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000929,2026-04-30,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000930,2026-04-30,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000931,2026-04-30,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000932,2026-04-30,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000933,2026-04-30,S07,Ido,עידו,barback,both,18:00,03:00
SCH000934,2026-05-01,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000935,2026-05-01,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000936,2026-05-01,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000937,2026-05-01,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000938,2026-05-01,S07,Ido,עידו,barback,both,18:00,03:00
SCH000939,2026-05-02,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000940,2026-05-02,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000941,2026-05-02,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000942,2026-05-02,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000943,2026-05-02,S07,Ido,עידו,barback,both,18:00,03:00
SCH000944,2026-05-03,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000945,2026-05-03,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000946,2026-05-03,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000947,2026-05-04,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000948,2026-05-04,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000949,2026-05-04,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000950,2026-05-05,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000951,2026-05-05,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000952,2026-05-05,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000953,2026-05-06,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000954,2026-05-06,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000955,2026-05-06,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000956,2026-05-07,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000957,2026-05-07,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000958,2026-05-07,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000959,2026-05-07,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000960,2026-05-07,S07,Ido,עידו,barback,both,18:00,03:00
SCH000961,2026-05-08,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000962,2026-05-08,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000963,2026-05-08,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000964,2026-05-08,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000965,2026-05-08,S07,Ido,עידו,barback,both,18:00,03:00
SCH000966,2026-05-09,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000967,2026-05-09,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000968,2026-05-09,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000969,2026-05-09,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000970,2026-05-09,S07,Ido,עידו,barback,both,18:00,03:00
SCH000971,2026-05-10,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000972,2026-05-10,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000973,2026-05-10,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000974,2026-05-11,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000975,2026-05-11,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000976,2026-05-11,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000977,2026-05-12,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000978,2026-05-12,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000979,2026-05-12,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000980,2026-05-13,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000981,2026-05-13,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000982,2026-05-13,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000983,2026-05-14,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000984,2026-05-14,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000985,2026-05-14,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000986,2026-05-14,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000987,2026-05-14,S07,Ido,עידו,barback,both,18:00,03:00
SCH000988,2026-05-15,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000989,2026-05-15,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000990,2026-05-15,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000991,2026-05-15,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000992,2026-05-15,S07,Ido,עידו,barback,both,18:00,03:00
SCH000993,2026-05-16,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000994,2026-05-16,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000995,2026-05-16,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000996,2026-05-16,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000997,2026-05-16,S07,Ido,עידו,barback,both,18:00,03:00
SCH000998,2026-05-17,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000999,2026-05-17,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001000,2026-05-17,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001001,2026-05-18,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001002,2026-05-18,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH001003,2026-05-18,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001004,2026-05-19,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001005,2026-05-19,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH001006,2026-05-19,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001007,2026-05-20,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH001008,2026-05-20,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001009,2026-05-20,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001010,2026-05-21,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH001011,2026-05-21,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001012,2026-05-21,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001013,2026-05-21,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH001014,2026-05-21,S07,Ido,עידו,barback,both,18:00,03:00
SCH001015,2026-05-22,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001016,2026-05-22,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001017,2026-05-22,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001018,2026-05-22,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH001019,2026-05-22,S07,Ido,עידו,barback,both,18:00,03:00
SCH001020,2026-05-23,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001021,2026-05-23,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001022,2026-05-23,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001023,2026-05-23,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001024,2026-05-23,S07,Ido,עידו,barback,both,18:00,03:00
SCH001025,2026-05-24,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH001026,2026-05-24,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001027,2026-05-24,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001028,2026-05-25,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001029,2026-05-25,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001030,2026-05-25,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001031,2026-05-26,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH001032,2026-05-26,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH001033,2026-05-26,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001034,2026-05-27,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH001035,2026-05-27,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001036,2026-05-27,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001037,2026-05-28,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001038,2026-05-28,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001039,2026-05-28,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001040,2026-05-28,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH001041,2026-05-28,S07,Ido,עידו,barback,both,18:00,03:00
SCH001042,2026-05-29,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001043,2026-05-29,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001044,2026-05-29,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001045,2026-05-29,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH001046,2026-05-29,S07,Ido,עידו,barback,both,18:00,03:00
SCH001047,2026-05-30,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001048,2026-05-30,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001049,2026-05-30,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
